open-time,open,high,low,close,volume,close-time,quote-volume,count,taker-buy-volume,taker-buy-quote-volume,ignore,RSI,Stoch_%K,Stoch_%D,CCI,ADL,MFI,CMF,Bollinger_Mavg,Bollinger_Hband,Bollinger_Lband,Bollinger_Hband_Indicator,Bollinger_Lband_Indicator,ATR,MACD,MACD_Signal,MACD_Diff,Aroon_Up,Aroon_Down,Ichimoku_A,Ichimoku_B,Ichimoku_Base_Line,Ichimoku_Conversion_Line,Cumulative_Return
1643589300000,0.1386,0.1391,0.1386,0.139,1629803.0,1643589599999,226307.3793,338,730614.0,101456.9998,0,47.147965373352115,41.666666666666956,33.33333333333331,-65.0095602294472,-705778355.1969644,36.8898717295081,-0.028934467145645584,0.13932000000000003,0.1405276423311195,0.13811235766888055,0.0,0.0,0.00045775785101038146,-0.00019060858987013374,-0.0001251103052635777,-6.549828460655603e-05,32.0,76.0,0.13895,0.1392,0.1392,0.1387,-0.18475073313784585
1643589600000,0.1391,0.1392,0.1376,0.138,8066729.0,1643589899999,1115111.4655,1325,2613887.0,361499.9361,0,35.8519466231233,14.814814814815195,27.160493827160593,-160.6302064469384,-709811719.6969643,24.159024472885363,-0.10574057949693619,0.13923000000000002,0.14054468627432978,0.13791531372567026,0.0,0.0,0.0005212157481764709,-0.000250148524863103,-0.00015011794918348277,-0.00010003057567962024,28.000000000000004,100.0,0.13872500000000001,0.139,0.139,0.13845000000000002,-0.19061583577714192
1643589900000,0.138,0.138,0.137,0.1372,8088078.0,1643590199999,1112012.2617,1920,4142383.0,569553.3933,0,29.80350653167683,6.060606060605398,20.847362514029157,-259.23556692786866,-714664566.4969646,20.114343108460517,-0.17587781845262465,0.13909,0.14062479640340672,0.13755520359659326,0.0,1.0,0.0005478148732777781,-0.0003577635904574439,-0.000191647077438275,-0.00016611651301916887,24.0,100.0,0.1384,0.1387,0.1387,0.1381,-0.19530791788857882
1643590200000,0.1372,0.1379,0.1372,0.1376,1270418.0,1643590499999,174749.678,537,622928.0,85711.4044,0,35.559047886746114,18.749999999999783,13.2084736251401,-202.12765957446683,-714483078.2112503,23.515125248109015,-0.1709968136476835,0.13896,0.1405365785739726,0.1373834214260274,0.0,0.0,0.0005562696025401241,-0.0004060914784249914,-0.00023453595763561828,-0.0001715555207893731,20.0,96.0,0.1384,0.1387,0.1387,0.1381,-0.19296187683286026
1643590500000,0.1376,0.1378,0.1373,0.1374,1788004.0,1643590799999,245961.341,402,641231.0,88215.5748,0,34.079733312001125,12.499999999999567,12.436868686868223,-182.14194861358357,-715555880.6112504,22.791709977390354,-0.18161715473024118,0.13883,0.14046963410549693,0.1371903658945031,0.0,0.0,0.0005531435135101172,-0.00045528180115259054,-0.00027868512633901274,-0.0001765966748135778,16.0,92.0,0.1384,0.1387,0.1387,0.1381,-0.19413489736071943
1643590800000,0.1373,0.1379,0.1372,0.1376,1255623.0,1643591099999,172841.4674,374,564014.0,77639.3477,0,36.860932901417634,19.99999999999963,17.083333333332966,-153.21271166782705,-715376505.8969647,23.66153995398244,-0.17174942974649968,0.138715,0.1403609343850555,0.1370690656149445,0.0,0.0,0.0005613022072039999,-0.0004726784152422614,-0.0003174837841196625,-0.0001551946311225989,12.0,88.0,0.1384,0.1387,0.1387,0.1381,-0.19296187683286015
1643591100000,0.1377,0.1382,0.1375,0.1381,1161263.0,1643591399999,160091.6688,336,651677.0,89850.7585,0,43.203937440709794,39.285714285713965,23.92857142857103,-104.54645288820738,-714547032.325536,26.290941037501966,-0.15197465350314077,0.13862000000000002,0.14017512057407377,0.13706487942592627,0.0,0.0,0.0005690076401371098,-0.0004410355526031917,-0.0003421941378163684,-9.884141478682334e-05,8.0,84.0,0.1384,0.1387,0.1387,0.1381,-0.19002932551321206
1643591400000,0.1381,0.1382,0.1372,0.1373,1897685.0,1643591699999,261250.1705,433,750312.0,103306.2377,0,36.92036762803361,11.999999999999778,23.761904761904432,-126.84729064039674,-716065180.3255359,25.529924919517313,-0.16414269252205024,0.13848500000000002,0.14000588789853388,0.13696411210146617,0.0,0.0,0.0005929516601294927,-0.00047503575363977424,-0.0003687624609810496,-0.00010627329265872466,4.0,80.0,0.1384,0.1387,0.1387,0.1381,-0.19472140762464885
1643591700000,0.1372,0.1377,0.1371,0.1375,964046.0,1643591999999,132464.8318,282,572550.0,78670.4306,0,39.258827280150435,20.833333333333478,24.039682539682378,-126.30966239813823,-715743831.6588691,25.268921860984534,-0.1552392090415637,0.13837,0.13982203305744256,0.13691796694255742,0.0,0.0,0.0005933432345667425,-0.00048030615896885176,-0.00039107120057861003,-8.923495839024173e-05,0.0,76.0,0.1384,0.1387,0.1387,0.1381,-0.19354838709678968
1643592000000,0.1376,0.1377,0.1374,0.1375,628059.0,1643592299999,86368.6043,213,244976.0,33693.8237,0,39.258827280150435,20.833333333333478,17.888888888888886,-108.00744878957191,-715953184.658869,28.30964579619308,-0.16939974840761335,0.13826500000000003,0.1396481485820061,0.13688185141799394,0.0,0.0,0.0005770463882019232,-0.0004789618194520895,-0.00040864932435330596,-7.031249509878353e-05,4.0,72.0,0.138375,0.1387,0.13865,0.1381,-0.19354838709678968
1643592300000,0.1375,0.1378,0.1374,0.1378,1366586.0,1643592599999,187997.8031,283,441903.0,60809.335,0,42.823322750504275,34.782608695652016,25.483091787439633,-89.98905908096019,-714586598.658869,32.73864250314524,-0.13976046459998667,0.13819,0.13950133519738664,0.13687866480261338,0.0,0.0,0.0005672104777462615,-0.0004485186837115962,-0.00041662319622496404,-3.189548748663216e-05,0.0,68.0,0.138125,0.1387,0.13865,0.1376,-0.19178885630500098
1643592600000,0.1378,0.138,0.1376,0.1377,950300.0,1643592899999,130941.3207,223,308714.0,42546.1669,0,41.954373400236356,31.81818181818113,29.144707949055515,-76.3074124602091,-715061748.6588691,35.006730120673055,-0.18384099363958442,0.13811,0.1393329472596578,0.1368870527403422,0.0,0.0,0.0005579210067603586,-0.00042753310803217426,-0.0004188051785864061,-8.727929445768166e-06,4.0,64.0,0.138125,0.1387,0.1386,0.13765,-0.19237536656893062
1643592900000,0.1377,0.1382,0.1377,0.1382,654993.0,1643593199999,90362.654,205,444836.0,61378.8509,0,47.58507669866101,54.545454545454085,40.382081686429046,-50.56179775281033,-714406755.6588691,40.5716446251447,-0.17982667082241138,0.13806500000000002,0.13920214554912919,0.13692785445087086,0.0,0.0,0.0005547031730514498,-0.00036633320562770577,-0.00040831078399466606,4.197757836696029e-05,0.0,60.0,0.138125,0.1387,0.1386,0.13765,-0.18944281524928264
1643593200000,0.1381,0.1382,0.1378,0.1379,536447.0,1643593499999,74046.5116,197,232160.0,32050.1467,0,44.82280133886418,40.909090909090565,42.424242424241896,-52.23004694835444,-714674979.1588691,40.85130819207648,-0.19769836408523178,0.13801000000000002,0.13906432442820224,0.1369556755717978,0.0,0.0,0.0005461085523263684,-0.00033814145068825074,-0.000394276917333383,5.6135466645132275e-05,0.0,56.00000000000001,0.138075,0.1387,0.1385,0.13765,-0.19120234604107145
1643593500000,0.1379,0.138,0.1377,0.1379,608957.0,1643593799999,83954.9061,193,375698.0,51799.0534,0,44.82280133886419,40.909090909090565,45.45454545454504,-57.134096484054524,-714471993.4922025,37.455828659359156,-0.18867594245798758,0.137985,0.13902475958755078,0.1369452404124492,0.0,0.0,0.0005324358549749047,-0.0003122004295740277,-0.000377861619781512,6.566119020748426e-05,0.0,52.0,0.138025,0.1387,0.13840000000000002,0.13765,-0.19120234604107145
1643593800000,0.138,0.1381,0.1372,0.1373,1094453.0,1643594099999,150726.6467,369,537879.0,74111.7842,0,39.66062419172073,13.636363636363521,31.818181818181525,-83.08699324324405,-715323234.7144247,35.13042900018948,-0.20233848132853768,0.13793,0.13899226173794574,0.13686773826205426,0.0,0.0,0.0005528560852540774,-0.00033618167594232085,-0.0003695256310136738,3.334395507135297e-05,0.0,48.0,0.13795000000000002,0.1387,0.13825,0.13765,-0.19472140762464907
1643594100000,0.1374,0.1377,0.1374,0.1375,642202.0,1643594399999,88321.9046,203,401838.0,55266.3444,0,42.01748161865069,22.727272727272958,25.757575757575655,-78.54322071083469,-715537302.047758,32.42466558409477,-0.21136382553954397,0.13788,0.13892422219853018,0.13683577780146983,0.0,0.0,0.0005443640805177388,-0.00033518485556491284,-0.00036265747592392164,2.7472620359008802e-05,0.0,44.0,0.137925,0.1387,0.1382,0.13765,-0.1935483870967899
1643594400000,0.1374,0.1375,0.1363,0.1365,5777646.0,1643594699999,790547.9746,1598,2851046.0,390209.5845,0,34.817606013200745,6.896551724138162,14.420062695924855,-146.6965285554325,-719389066.047758,24.95232637311119,-0.2619173930588082,0.13777,0.1389050770898501,0.13663492291014992,0.0,1.0,0.0005807882982667537,-0.00041035618027701615,-0.00037219721679454055,-3.81589634824756e-05,0.0,100.0,0.13755,0.13835,0.13785,0.13724999999999998,-0.19941348973608597
1643594700000,0.1366,0.1371,0.1365,0.137,1634650.0,1643594999999,223773.4351,476,872855.0,119468.5043,0,40.23894791056118,24.13793103448309,17.920585161964713,-130.80656343887182,-718299299.3810912,24.914654967871584,-0.2403659234510964,0.13768,0.13875814655771004,0.13660185344228995,0.0,0.0,0.0005818556150297112,-0.0004246886292078589,-0.0003826954992772042,-4.199312993065466e-05,0.0,96.0,0.137525,0.13835,0.1378,0.13724999999999998,-0.196480938416438
1643595000000,0.137,0.1375,0.1369,0.1374,1736458.0,1643595299999,238437.5099,336,1152411.0,158304.8582,0,44.17210518048268,57.89473684210519,29.643073200242117,-85.96620132256135,-717141660.7144246,35.29002145469471,-0.21664384745968465,0.13762000000000002,0.13861719606893616,0.13662280393106388,0.0,0.0,0.0005828636364169504,-0.0003991691674960218,-0.00038599023292096773,-1.3178934575054093e-05,20.0,92.0,0.13749999999999998,0.13835,0.13774999999999998,0.13724999999999998,-0.19413489736071965
1643595300000,0.1375,0.1376,0.1371,0.1374,1071052.0,1643595599999,147129.4352,389,432364.0,59406.0207,0,44.17210518048268,57.89473684210519,46.642468239564465,-71.78089304257286,-716927450.3144246,49.46172726312318,-0.2083129457769694,0.13754,0.1383130459235396,0.1367669540764604,0.0,0.0,0.0005782601010604531,-0.00037462635085575013,-0.00038371745650792423,9.0911056521741e-06,16.0,88.0,0.13749999999999998,0.13835,0.13774999999999998,0.13724999999999998,-0.19413489736071965
1643595600000,0.1373,0.1375,0.1372,0.1373,646497.0,1643595899999,88827.2803,333,320460.0,44042.6044,0,43.37204952624245,52.63157894736888,56.140350877193065,-72.43183695951204,-717142949.3144246,45.51800374890788,-0.2476213219473455,0.137505,0.13825459989321037,0.1367554001067896,0.0,0.0,0.0005628012065570958,-0.00035910561017341025,-0.0003787950872410215,1.9689477067611253e-05,12.0,84.0,0.13749999999999998,0.13835,0.13774999999999998,0.13724999999999998,-0.19472140762464918
1643595900000,0.1373,0.1374,0.1369,0.1371,991632.0,1643596199999,136027.1997,352,495984.0,68046.2956,0,41.769949488299915,42.10526315789481,50.87719298245627,-93.6819172113257,-717341275.7144246,47.05990175723634,-0.23429751845679406,0.1375,0.13825894663837518,0.13674105336162484,0.0,0.0,0.0005593122506372572,-0.00035880753003569854,-0.00037479757579995693,1.599004576425839e-05,8.0,80.0,0.13747499999999999,0.13835,0.13774999999999998,0.1372,-0.19589442815250846
1643596200000,0.137,0.1376,0.1369,0.1374,1143742.0,1643596499999,157125.2863,345,700824.0,96265.5366,0,44.99682553770966,57.89473684210519,50.87719298245627,-68.82022471910354,-716851100.5715675,46.80244914256724,-0.20976026944421777,0.13749,0.13824868306947033,0.13673131693052967,0.0,0.0,0.0005671282367129655,-0.00033055339283338814,-0.0003659487392066432,3.539534637325508e-05,4.0,76.0,0.13747499999999999,0.13835,0.13774999999999998,0.1372,-0.19413489736071965
1643596500000,0.1374,0.1376,0.1372,0.1372,798021.0,1643596799999,109634.1131,321,336163.0,46186.7483,0,43.30293712989228,47.36842105263112,49.122807017543686,-60.94406724862509,-717649121.5715675,45.95547806086746,-0.22250380703612802,0.13748,0.13824837490842742,0.13671162509157256,0.0,0.0,0.0005578433346733569,-0.0003206043862750696,-0.00035687986862032855,3.627548234525895e-05,0.0,72.0,0.137375,0.13835,0.13774999999999998,0.137,-0.19530791788857893
1643596800000,0.1372,0.1376,0.1371,0.1376,610852.0,1643597099999,83916.2958,282,393795.0,54114.7326,0,47.48900929796391,68.42105263157926,57.89473684210517,-43.56636271529763,-717038269.5715675,51.46704008043657,-0.21165459170158288,0.13748,0.13824837490842742,0.13671162509157256,0.0,0.0,0.0005546298160803927,-0.000277247137418557,-0.00034095332237997424,6.370618496141724e-05,4.0,68.0,0.13735,0.13835,0.13774999999999998,0.13695000000000002,-0.19296187683286037
1643597100000,0.1375,0.1376,0.1374,0.1374,979213.0,1643597399999,134660.1587,228,374515.0,51510.3626,0,45.70260128595557,57.89473684210519,57.89473684210517,-35.571687840291155,-718017482.5715675,55.914691863600765,-0.22680240996227624,0.13744499999999998,0.1381590728253481,0.13673092717465188,0.0,0.0,0.0005349281596314823,-0.0002560726873182262,-0.00032397719536762467,6.790450804939848e-05,0.0,64.0,0.1374,0.13835,0.13774999999999998,0.13705,-0.19413489736071954
1643597400000,0.1375,0.1376,0.1374,0.1375,617111.0,1643597699999,84839.7552,179,297275.0,40875.4881,0,46.76282170723721,63.15789473684295,63.157894736842444,-26.411290322577226,-718017482.5715674,55.892266659525575,-0.23123085570423335,0.13745500000000002,0.13816626647601354,0.1367437335239865,0.0,0.0,0.0005163210396519559,-0.0002285876031961065,-0.0003048992769333211,7.631167373721459e-05,16.0,60.0,0.13724999999999998,0.13835,0.13724999999999998,0.13724999999999998,-0.1935483870967898
1643597700000,0.1375,0.1375,0.1372,0.1375,770530.0,1643597999999,105877.2615,184,222140.0,30524.0876,0,46.76282170723721,63.15789473684295,61.40350877193034,-41.666666666667275,-717246952.5715674,51.02100102995183,-0.23531769159404664,0.137455,0.13816626647601352,0.13674373352398647,0.0,0.0,0.0005043032041157373,-0.00020444871844862988,-0.00028480916523638286,8.036044678775298e-05,12.0,56.00000000000001,0.13724999999999998,0.13835,0.13724999999999998,0.13724999999999998,-0.1935483870967898
1643598000000,0.1374,0.1375,0.1371,0.1373,775556.0,1643598299999,106441.8861,222,330246.0,45341.4699,0,44.801335474213445,52.63157894736888,59.64912280701824,-61.728395061727426,-717246952.5715674,46.92768720026232,-0.20915919977924718,0.13744499999999998,0.1381590728253481,0.13673092717465188,0.0,0.0,0.0004985085816648637,-0.0001991610028379276,-0.0002676795327566918,6.85185299187642e-05,8.0,52.0,0.13724999999999998,0.13835,0.13724999999999998,0.13724999999999998,-0.19472140762464907
1643598300000,0.1372,0.1374,0.137,0.1374,1045329.0,1643598599999,143350.255,292,395183.0,54201.2296,0,46.00047058282092,57.89473684210519,57.89473684210564,-67.98679867987552,-716201623.5715674,43.01442102525452,-0.21026467803731058,0.137425,0.13812034164257617,0.13672965835742382,0.0,0.0,0.0004930358826834815,-0.00018477135667185896,-0.00025109789753972525,6.63265408678663e-05,4.0,48.0,0.13724999999999998,0.13835,0.13724999999999998,0.13724999999999998,-0.19413489736071943
1643598600000,0.1373,0.1377,0.1373,0.1374,434436.0,1643598899999,59743.4765,259,190009.0,26133.3851,0,46.00047058282092,61.11111111111068,57.21247563352822,-0.7485029940168674,-716418841.5715674,45.260487124777114,-0.1575380838873324,0.13740999999999998,0.13809381283981834,0.13672618716018162,0.0,0.0,0.00048786722253439825,-0.00017139176088168395,-0.000235156670208117,6.376490932643303e-05,0.0,44.0,0.13727499999999998,0.13835,0.13724999999999998,0.13729999999999998,-0.19413489736071943
1643598900000,0.1374,0.1375,0.1373,0.1375,640255.0,1643599199999,87992.5236,274,403477.0,55468.9215,0,47.284355901526496,66.66666666666718,61.890838206627656,-12.415349887120353,-715778586.5715674,45.19825933774838,-0.032297911337013666,0.137375,0.13795766628519268,0.1367923337148073,0.0,0.0,0.0004718745990602653,-0.0001509787811499741,-0.0002183210923964884,6.734231124651431e-05,0.0,40.0,0.13729999999999998,0.13835,0.13724999999999998,0.13735,-0.19354838709678968
1643599200000,0.1374,0.1375,0.1373,0.1374,625834.0,1643599499999,85990.3535,301,242696.0,33354.1135,0,46.123229370346564,78.57142857142871,68.78306878306883,-21.969696969698894,-715778586.5715675,46.2138382014117,-0.03827493797217048,0.13735000000000003,0.13788103672180002,0.13681896327820003,0.0,0.0,0.0004567704546680287,-0.000141242357928284,-0.00020290534550284755,6.166298757456356e-05,16.0,36.0,0.13729999999999998,0.13835,0.13724999999999998,0.13735,-0.19413489736071932
1643599500000,0.1374,0.1376,0.1374,0.1376,405591.0,1643599799999,55774.3784,266,202015.0,27783.2216,0,48.786411442148555,92.85714285714357,79.3650793650798,22.975517890771933,-715372995.5715675,45.597435639644786,0.0056332953226616396,0.137335,0.13781780430807938,0.13685219569192064,0.0,0.0,0.00044250542940869403,-0.00011605009064144522,-0.0001855342945305671,6.948420388912187e-05,12.0,32.0,0.13729999999999998,0.13835,0.13724999999999998,0.13735,-0.19296187683286004
1643599800000,0.1376,0.1377,0.1372,0.1373,582101.0,1643600099999,79996.6175,262,306469.0,42112.3074,0,45.23509287918073,66.66666666666744,79.36507936507988,-20.50113895216539,-715722256.1715674,60.805775319037835,-0.010875558159557024,0.13733499999999998,0.13781780430807936,0.13685219569192061,0.0,0.0,0.0004456995722193221,-0.00011892167506749596,-0.0001722117706379529,5.329009557045693e-05,8.0,28.000000000000004,0.13729999999999998,0.1383,0.13724999999999998,0.13735,-0.19472140762464885
1643600100000,0.1374,0.1377,0.1373,0.1376,637505.0,1643600399999,87649.0823,263,433484.0,59596.4666,0,49.1540516374408,87.50000000000131,82.34126984127074,31.941031941036304,-715403503.6715674,58.130591257197246,-0.027391534323331097,0.13734000000000002,0.1378315282289961,0.13684847177100393,0.0,0.0,0.00044316070709602556,-9.588463522960944e-05,-0.0001569463435562842,6.106170832667477e-05,4.0,24.0,0.13729999999999998,0.1383,0.13724999999999998,0.13735,-0.19296187683286004
1643600400000,0.1376,0.1377,0.1374,0.1376,551711.0,1643600699999,75885.8661,220,276332.0,38010.2841,0,49.1540516374408,87.50000000000131,80.55555555555667,44.22604422604734,-715219600.0049007,54.41525479114273,0.02825970729451218,0.137395,0.13771421779383416,0.1370757822061658,0.0,0.0,0.0004352073344795794,-7.674296999787833e-05,-0.00014090566884460305,6.416269884672472e-05,0.0,20.0,0.13729999999999998,0.13824999999999998,0.13724999999999998,0.13735,-0.19296187683286004
1643600700000,0.1376,0.138,0.1375,0.138,1218200.0,1643600999999,167862.6639,332,964105.0,132852.819,0,54.06737663370862,100.0,91.6666666666675,128.73563218390734,-714001400.0049007,54.926880113042756,0.05774245529915603,0.13744499999999998,0.1378109234891349,0.13707907651086507,1.0,0.0,0.0004388069270084917,-2.8962543163896237e-05,-0.0001185170437084617,8.955450054456546e-05,0.0,16.0,0.137375,0.13824999999999998,0.13724999999999998,0.1375,-0.19061583577714158
1643601000000,0.138,0.138,0.1377,0.1378,858532.0,1643601299999,118315.443,236,416389.0,57384.0003,0,51.43601785922177,81.81818181818159,89.7727272727276,118.86586695746462,-714287577.338234,57.69330463686626,0.05477819665796242,0.137465,0.13786135842352698,0.13706864157647303,0.0,0.0,0.00043109543106357675,-7.152094297829814e-06,-9.624405382633532e-05,8.909195952850551e-05,4.0,12.0,0.1374,0.13815,0.1372,0.1376,-0.19178885630500087
1643601300000,0.1378,0.138,0.1376,0.1379,657096.0,1643601599999,90523.3249,237,421009.0,58010.5094,0,52.65586261774308,90.90909090908953,90.90909090909035,113.54019746121367,-713959029.338234,62.51583560643351,0.021132484480537724,0.13749,0.13792772137245166,0.13705227862754835,0.0,0.0,0.0004293679071156009,1.7994577540814127e-05,-7.339632755290544e-05,9.139090509371957e-05,0.0,8.0,0.1374,0.13805,0.1372,0.1376,-0.19120234604107134
1643601600000,0.1379,0.1379,0.1375,0.1376,1031681.0,1643601899999,141987.3527,232,190935.0,26277.0454,0,48.7650212062432,59.99999999999889,77.57575757575664,62.83662477558063,-714474869.838234,53.35521165818179,0.019708282731918422,0.13750500000000002,0.13793616122263147,0.13707383877736856,0.0,0.0,0.00042773635672028885,1.3559695619058676e-05,-5.600512291851262e-05,6.956481853757129e-05,88.0,4.0,0.137375,0.13790000000000002,0.13715,0.1376,-0.19296187683286015
1643601900000,0.1376,0.1377,0.1373,0.1373,899046.0,1643602199999,123644.7418,232,385865.0,53088.3584,0,45.22656378762935,29.999999999999446,60.30303030302926,-6.7406819984084985,-715373915.838234,46.15593052776466,-0.03221468773665447,0.137515,0.1379163726446846,0.1371136273553154,0.0,0.0,0.0004261954480136052,-1.400107734661482e-05,-4.760431380413306e-05,3.360323645751824e-05,84.0,0.0,0.137375,0.13785,0.13715,0.1376,-0.19472140762464896
1643602200000,0.1373,0.1376,0.1373,0.1375,496887.0,1643602499999,68312.6538,163,297472.0,40898.1054,0,47.895353382734875,50.0,46.66666666666608,12.269938650310174,-715208286.838234,45.632720051587164,-0.017787134832507535,0.13752,0.13791799497471846,0.13712200502528155,0.0,0.0,0.00041918458979062684,-1.9480303147717537e-05,-4.1979511672849956e-05,2.249920852513242e-05,80.0,0.0,0.13742500000000002,0.13785,0.13725,0.1376,-0.1935483870967898
1643602500000,0.1375,0.1377,0.1374,0.1375,755229.0,1643602799999,103871.3512,174,408690.0,56201.333,0,47.895353382734875,50.0,43.33333333333312,45.666356011191596,-715460029.8382338,44.57457012300683,-0.03279348043228604,0.13753500000000002,0.13790527017149812,0.13716472982850192,0.0,0.0,0.00041256322369114727,-2.3551146118405697e-05,-3.829383856196111e-05,1.4742692443555411e-05,76.0,0.0,0.13755,0.1378,0.13745000000000002,0.13765,-0.1935483870967898
1643602800000,0.1375,0.1376,0.1371,0.1371,495239.0,1643603099999,68006.3157,186,177457.0,24358.903,0,43.17814078527862,9.99999999999889,36.666666666666266,-61.58088235293051,-715955268.8382338,39.625448137201175,-0.021403239984661687,0.13751,0.13792424630342476,0.13709575369657523,0.0,0.0,0.0004174208223749725,-5.838099578356348e-05,-4.231127000628158e-05,-1.60697257772819e-05,72.0,8.0,0.1375,0.13774999999999998,0.13745000000000002,0.13755,-0.19589442815250824
1643603100000,0.1372,0.1374,0.1369,0.137,903332.0,1643603399999,123905.4441,266,489962.0,67191.5955,0,42.08105083575704,9.090909090910467,23.030303030303088,-119.64679911699659,-716497268.0382338,39.174766486273334,-0.03222339466678245,0.13749,0.13795861498044873,0.13702138501955127,0.0,1.0,0.00042200855446525184,-9.298123702225491e-05,-5.2445263409476255e-05,-4.053597361277866e-05,68.0,4.0,0.13745000000000002,0.13774999999999998,0.13745000000000002,0.13745000000000002,-0.19648093841643777
